"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NCOA1",0.0843255343763817,0.0586121306535272,0.385,0.582,1
"DDX21",0.0860560539772171,0.0604334125841175,0.839,0.924,1
"CDK6",0.0879803590469996,0.0583744598231307,0.703,0.918,1
"PRC1",0.0904012120250455,0.0631635767588529,0.682,0.902,1
"HMMR",0.0940172073492917,-0.0355254262677245,0.872,0.979,1
"AKR1B1",0.0940281600794779,0.0482413338380243,0.839,0.89,1
"RTKN2",0.0953778445461898,-0.0316168935040757,0.738,0.873,1
"XIST",0.0957363433940085,-0.200847254278134,0.298,0.538,1
"AMER2",0.0958933560330076,0.0256037117998256,0.359,0.57,1
"TUBB2B",0.0964170709443402,-0.0481838380826658,0.999,0.999,1
"KIF5C",0.0968136292264181,0.0184177604855789,0.724,0.875,1
"MCM4",0.0970348791346062,0.0613408037223013,0.657,0.753,1
"HJURP",0.0976925468172955,0.0441734091344226,0.611,0.732,1
"RPS27L",0.0980922124061764,0.0494486367730762,0.896,0.935,1
"APOC1",0.099875960269493,-0.106403350649882,0.409,0.561,1
"IFI44L",0.100682691645008,0.0425541056686467,0.29,0.573,1
"BNIP3",0.101734050902687,-0.0402014861264638,0.565,0.761,1
"YBX3",0.102063878749403,0.0443549696568508,0.818,0.873,1
"ANXA6",0.103682102726615,-0.0121240104633477,0.495,0.63,1
"PDIA4",0.106737573448183,0.0615853543782768,0.747,0.859,1
"ZMAT3",0.108554551341509,-0.0279917029348028,0.358,0.553,1
"MYDGF",0.108556493510254,-0.0303406107314439,0.785,0.899,1
"VCAN",0.110340852375747,-0.0441094344008015,0.946,0.995,1
"HSPA2",0.112150261698076,0.0277688438594616,0.42,0.624,1
"ACTN1",0.112954166718873,0.0128014296362978,0.628,0.826,1
"NPPC",0.11843954616999,0.0955270555819412,0.897,0.999,1
"CYCS",0.11913060138553,-0.0414800428871509,0.929,0.965,1
"ITGA4",0.120049663826395,0.0459637809365546,0.213,0.505,1
"MSX1",0.120490007730803,-0.0366972873900225,0.374,0.551,1
"RPL22L1",0.120995777728875,-0.0182751766980771,0.874,0.913,1
"MLLT11",0.124034797881819,-0.0212005727022457,0.829,0.956,1
"ENO3",0.124103123243402,-0.0124680286810756,0.256,0.511,1
"EGR1",0.125706860922429,0.0611438244491458,0.329,0.538,1
"LINC01315",0.129360525491998,0.0146184555266985,0.523,0.67,1
"S100A10",0.130095352935013,-0.144008376885748,0.422,0.614,1
"HSPA8",0.131746474575804,0.0438851570895022,0.985,0.992,1
"PEA15",0.132671732644642,0.0632134510762208,0.679,0.895,1
"KNL1",0.132748118891517,0.0506361899509999,0.714,0.915,1
"GADD45G",0.133947970865536,-0.0561623775043392,0.362,0.604,1
"HOXA7",0.134524928074752,-0.0217499543123746,0.155,0.365,1
"LRRC4C",0.134928449371778,0.0183437778018993,0.261,0.534,1
"MTHFD2",0.137624110009,-0.0253137907783226,0.515,0.63,1
"TYMS",0.138399799389126,0.0584216131592548,0.92,0.949,1
"NR2F1",0.141195909176073,0.0307780062850349,0.994,1,1
"IGFL2",0.142380945091662,-0.0103519886108358,0.306,0.611,1
"THSD7A",0.148232871515223,0.0136329695237446,0.313,0.56,1
"BAALC",0.1495718437149,0.0672277565694173,0.453,0.679,1
"KRT18",0.15011587502259,-0.188786196539066,0.334,0.519,1
"AL359091.1",0.151055207692748,0.0232417766219561,0.731,0.945,1
"ATP2A1",0.151304191738359,0.0101210779798791,0.138,0.435,1
"VIM",0.152849879926783,0.011461108281674,1,1,1
"CMBL",0.155386693317611,0.0175344774891225,0.529,0.666,1
"PHLDA1",0.1583198373895,0.023715156466919,0.245,0.515,1
"FGFRL1",0.161503373553438,0.0332127319310258,0.547,0.767,1
"DAB2",0.161818903157432,0.0495830602850168,0.261,0.476,1
"USP18",0.16256707301919,-0.0261116688956129,0.276,0.492,1
"LRRC75A",0.162669873433354,-0.0328952351449457,0.651,0.82,1
"EIF4EBP1",0.164669041225615,-0.0427488997818366,0.776,0.863,1
"HELLS",0.165110993505511,0.0520218335611828,0.909,0.966,1
"COL6A3",0.166262792145413,-0.0406547390766245,0.274,0.491,1
"SEMA3A",0.166727801047159,-0.0138985239929292,0.298,0.502,1
"NEAT1",0.167361779142613,0.145731252927423,0.734,0.818,1
"HSPE1",0.168563708903805,0.0294125878268061,0.998,0.998,1
"HSPB1",0.169829094110358,0.0458456212593918,0.731,0.844,1
"CD63",0.170060073470874,0.0419962346524345,0.988,0.996,1
"CADM1",0.171223811479472,-0.0192228330464042,0.681,0.827,1
"WARS",0.17220824104075,0.0127576795580657,0.438,0.607,1
"FOS",0.1723831229159,0.0624138976333518,0.586,0.807,1
"COL5A2",0.172481552273902,0.0372959964757402,0.492,0.724,1
"SOX3",0.173572066765524,0.0427275092475041,0.86,0.989,1
"HOXB7",0.173927563158201,0.0200650940048184,0.205,0.485,1
"LINC02381",0.177750321116313,-0.0489565605398384,0.247,0.485,1
"HAND2-AS1",0.177818565813236,-0.0133143712523958,0.3,0.583,1
"KIF20B",0.181602673500601,0.0659782185955029,0.795,0.9,1
"CEP78",0.181606776335076,0.0243926081365694,0.699,0.873,1
"CAP2",0.18207445388524,0.05854720407968,0.467,0.7,1
"GPM6A",0.183919419058413,0.0321936066304847,0.549,0.77,1
"ORC6",0.18430093965002,-0.0297094063022173,0.762,0.892,1
"HSPH1",0.184960697500839,-0.024632980740835,0.813,0.908,1
"P4HB",0.186172855539059,0.0338120385184275,0.875,0.94,1
"SOX2",0.186483402287182,-0.0574378173801247,0.954,0.991,1
"CREB3L1",0.187144434353942,0.0131316992708067,0.195,0.489,1
"KRT19",0.187260083056594,-0.136280502193562,0.398,0.566,1
"KIF22",0.189142267219176,0.0449876510671734,0.684,0.789,1
"SMC2",0.192433661408052,-0.0225344875809759,0.779,0.9,1
"EZR",0.192878275867053,0.026792126711733,0.833,0.92,1
"CLMP",0.193901467753495,-0.0344512580086172,0.198,0.422,1
"IFI27",0.197394219483086,0.113282367931668,0.279,0.531,1
"EFNB2",0.198696280122427,0.0640129683514773,0.782,0.882,1
"SELENOM",0.204073145033021,0.035302749834731,0.396,0.64,1
"FTL",0.205066012389306,-0.0189321174527883,0.998,0.998,1
"SLC1A3",0.212998478613301,0.037296174488272,0.584,0.844,1
"CSRP2",0.213432526589187,-0.0233013847327033,0.962,0.987,1
"FAP",0.21417999697009,-0.0102016811981303,0.178,0.483,1
"CDT1",0.214832723868933,0.0271646270930916,0.578,0.695,1
"SPDL1",0.218260376882348,0.0381386339925697,0.686,0.786,1
"LRRN1",0.218987922629361,0.0450779839514729,0.702,0.824,1
"CDK1",0.219788589523826,0.0189575993155837,0.733,0.876,1
"NKD1",0.219879587526979,0.0316698842966315,0.407,0.595,1
"JADE1",0.222378691629784,-0.0203041524887191,0.508,0.679,1
"CD47",0.226171432251385,0.0115566518489331,0.653,0.826,1
"RFX4",0.227899047944438,-0.0208990830002647,0.883,0.989,1
"SFRP1",0.230389964008087,-0.12613904050576,0.442,0.582,1
"PHGDH",0.232211365976883,0.025401363454538,0.916,0.948,1
"MGST1",0.23274722917075,0.0280119017123546,0.86,0.927,1
"TUBA1C",0.238608900890216,0.0281297145745609,0.854,0.943,1
"BGN",0.239556317685066,0.0266498470137883,0.218,0.496,1
"B2M",0.240136185176784,0.0374933023492217,0.919,0.966,1
"IFITM3",0.242998052934468,0.041963775834307,0.935,0.997,1
"SHCBP1",0.247709736345572,0.0271128741122264,0.402,0.592,1
"PNP",0.248717409070949,-0.0242645798187693,0.483,0.676,1
"PLOD2",0.248908784027609,-0.0189056412904974,0.246,0.476,1
"RHOC",0.249942302831524,0.0203835115671989,0.617,0.845,1
"JPT1",0.251103968780854,-0.0331317113165475,0.999,1,1
"POLQ",0.25136492566989,0.0244129217657868,0.394,0.629,1
"NQO1",0.254132349559638,-0.0354448944117308,0.331,0.564,1
"IFI6",0.255933198204608,0.13712413479115,0.712,0.968,1
"BIRC5",0.256190528629536,-0.0540234402287005,0.98,0.995,1
"PLK1",0.259378994039716,0.0379057387022421,0.828,0.882,1
"SORBS2",0.259502378795591,0.0783576483788779,0.57,0.83,1
"CTSC",0.261941260154058,0.0270806986897947,0.463,0.639,1
"BRCA1",0.263381771087963,0.065753848551911,0.688,0.815,1
"PTH1R",0.269290313680688,0.0548834291718914,0.266,0.501,1
"CCDC80",0.271793431629281,-0.0278756195249302,0.5,0.685,1
"PON2",0.272952552976912,-0.0316198043168443,0.859,0.99,1
"MIS18BP1",0.273779150015053,-0.0223024937588101,0.848,0.961,1
"PTCH1",0.275713155697382,0.0970702109373169,0.705,0.896,1
"SOX6",0.276951381256261,-0.0355098076818694,0.167,0.466,1
"LY6E",0.278518423745718,0.0441904804190877,0.589,0.731,1
"ANGPT1",0.279479450770258,-0.0127578647113647,0.43,0.653,1
"CLSPN",0.282193845625664,0.0378848974837616,0.795,0.864,1
"BORA",0.283281501968445,0.0389859196954702,0.488,0.653,1
"PRTG",0.284990565500357,0.0223207120344715,0.943,0.969,1
"DTX4",0.285840335202256,0.0825116640485197,0.682,0.799,1
"ITM2C",0.286768075276122,-0.0309390399727558,0.459,0.666,1
"CIT",0.287632699776655,0.0187959444795726,0.555,0.693,1
"NIN",0.28774498710191,0.0397841666302731,0.632,0.753,1
"H1FX",0.288934248604954,-0.0133999725670297,0.99,0.998,1
"TUBB2A",0.291953085580285,-0.0522441672330651,0.905,0.982,1
"KIF14",0.296785395273276,0.0793412371252413,0.565,0.697,1
"PRSS23",0.296880593284231,0.161172679030894,0.748,0.985,1
"CALR",0.298280610232194,0.0104072870359304,0.973,0.997,1
"ASRGL1",0.306087290720235,0.0322516799948925,0.702,0.79,1
"CCNB2",0.308274336510037,0.0358255607519629,0.956,0.969,1
"MAP1A",0.312137408592628,0.052480348675227,0.448,0.634,1
"MRC2",0.314462266668667,0.0973031012221978,0.393,0.626,1
"HNRNPD",0.31726124684912,0.0170157849308552,0.998,0.999,1
"MEST",0.323180125283688,0.0338667466827015,0.734,0.921,1
"RARRES2",0.323846423913771,-0.0145376059578095,0.87,0.969,1
"CCNF",0.325471626096746,0.0170916937084762,0.535,0.675,1
"RRM1",0.326691986822429,0.043763956387775,0.856,0.942,1
"HMX1",0.329710470877597,0.0267517767715876,0.137,0.391,1
"LSAMP",0.334018394486641,0.0306531486070842,0.47,0.68,1
"BLM",0.335384403511673,0.0312563973593125,0.507,0.671,1
"BST2",0.341039049664777,0.055281148223142,0.253,0.515,1
"NFKBIA",0.348080973767403,0.0277406290809393,0.533,0.717,1
"RRM2",0.353456044567708,0.0613656561563485,0.758,0.901,1
"GARS",0.356279297962606,-0.0365831428523726,0.65,0.769,1
"RGS10",0.365022652950344,-0.0121614903196779,0.407,0.611,1
"SEMA6A",0.369244063720171,-0.0394642412816176,0.276,0.497,1
"CTSB",0.371357308996313,0.0390090496739057,0.517,0.694,1
"WLS",0.372997357794281,0.0281055296158803,0.651,0.835,1
"CDC25B",0.380104462032474,0.0643354249229349,0.633,0.792,1
"ATF5",0.382650376977534,-0.0233534513208812,0.451,0.632,1
"AP1S2",0.384980482860411,-0.0152184378625557,0.769,0.857,1
"TXNIP",0.388317488727641,0.0126913379673266,0.827,0.964,1
"MAP2",0.390339068574951,0.0340378896579642,0.808,0.97,1
"HIST1H4C",0.3906649424919,-0.0375015083507733,0.925,0.963,1
"LRIG1",0.391767574053494,0.105155607020143,0.681,0.901,1
"COL4A2",0.393151726727914,0.0511622561289671,0.818,0.956,1
"ARL4C",0.393990018697697,0.0169273815530444,0.89,0.953,1
"MND1",0.394594992944016,0.0271548603965182,0.729,0.809,1
"P4HA2",0.397962412116211,0.0126461033876464,0.303,0.557,1
"ZEB1",0.401331090573299,0.0421373604584353,0.595,0.755,1
"LDHA",0.401421081389308,-0.0320225302924593,0.85,0.911,1
"OSR2",0.401932239930268,-0.0159062610108668,0.109,0.381,1
"SOX11",0.40596853866172,0.052155310654471,0.951,0.988,1
"MT-ATP6",0.413598160173828,0.026510825155948,1,1,1
"GAS1",0.415424657021426,0.0509544988747699,0.744,0.905,1
"HIST2H2AC",0.415874373648176,0.0265287078207517,0.583,0.769,1
"CDCA4",0.41595248631512,0.0192222838208208,0.628,0.786,1
"ID2",0.419523304348618,0.010144560275732,0.892,0.984,1
"ATAD2",0.42405624722299,0.0155577501509614,0.681,0.815,1
"CENPL",0.426968601626777,0.0362809385242053,0.508,0.661,1
"COL12A1",0.42942035568155,0.0214452694437715,0.175,0.459,1
"TMSB4X",0.43043828136377,-0.0472893596658146,1,1,1
"SPAG5",0.432878082755261,0.0323157004875615,0.53,0.717,1
"MALAT1",0.43332207354431,0.0155279724930049,1,1,1
"AKAP12",0.435434662192357,0.0187424605946436,0.838,0.95,1
"LMO4",0.437613363624869,0.0189991732859773,0.84,0.944,1
"FHL1",0.439854475318745,0.043259731503116,0.715,0.903,1
"GOLGB1",0.439901178920926,0.0253432730524178,0.722,0.881,1
"NEFL",0.448560003489806,0.0588029822772358,0.745,0.924,1
"NMU",0.453820427039747,0.0200004145816335,0.747,0.882,1
"UBE2S",0.459925140888418,-0.0133889628346453,0.985,0.999,1
"PLXNA2",0.459958246863276,0.0159064353283187,0.535,0.689,1
"HIST1H1C",0.45998674477865,0.0251342643604536,0.618,0.783,1
"RASL11B",0.47173314057053,-0.0472768433681797,0.362,0.585,1
"S100A13",0.483671514513869,-0.0148904790318465,0.83,0.961,1
"FEZF1-AS1",0.487377873873893,-0.0200475978998972,0.181,0.46,1
"ADD3",0.488053293436048,0.0218375373637276,0.583,0.73,1
"TMSB15A",0.488104343726594,0.0124971587545897,0.98,0.998,1
"MCM6",0.488200018232073,0.0231593806082454,0.648,0.794,1
"RAB6B",0.488683838210028,0.0339238421149958,0.422,0.654,1
"HEY2",0.492095124844807,0.0234137077509564,0.157,0.424,1
"JAG1",0.496222415457147,-0.0227295636932129,0.491,0.679,1
"IQGAP2",0.496326129919356,-0.0121302489615747,0.496,0.644,1
"MT-ND5",0.496818169682741,0.0223352019554928,0.979,0.995,1
"CENPE",0.497132420234313,0.0778815419665608,0.88,0.982,1
"PSAT1",0.504078851117545,-0.037563293135236,0.78,0.86,1
"EIF2AK2",0.504615921180432,0.10215573424407,0.702,0.924,1
"COLEC12",0.511599400995027,-0.0246381064131496,0.282,0.514,1
"MT-ND3",0.513593828883628,0.0134092663367316,1,1,1
"CTHRC1",0.513961910149733,-0.0240042638932198,0.12,0.392,1
"UNC5B",0.518509567126616,-0.016083775675785,0.392,0.569,1
"GINS2",0.531023415089392,0.0362248158866756,0.832,0.913,1
"PRR11",0.531282458031024,0.0252731003655091,0.717,0.818,1
"ITGB1",0.531535971250176,0.0342245218606065,0.833,0.949,1
"WFDC1",0.541480414839718,0.0161014416581024,0.149,0.418,1
"MAP1B",0.552255974096214,0.0321115200717803,1,0.998,1
"GMNN",0.552769495427444,-0.021235488627795,0.906,0.957,1
"TSPAN33",0.554469058695359,0.0282121871535268,0.449,0.662,1
"LDLR",0.558553832849426,0.041039683750572,0.509,0.685,1
"CKS2",0.560024585852204,0.0158025065850533,0.93,0.943,1
"CKAP2L",0.568464320042296,0.0458139112903445,0.583,0.743,1
"HOXD9",0.569770468159253,0.0105086449405936,0.112,0.389,1
"FBLN1",0.577937153835883,0.0221665874946269,0.517,0.711,1
"GNG11",0.578282546264681,-0.0279368424309964,0.7,0.866,1
"DEK",0.578415614191517,0.0120337954570386,0.998,0.999,1
"MMS22L",0.579092207506554,0.0209677732990735,0.527,0.678,1
"KIF15",0.585737726761521,0.0624945007292617,0.735,0.906,1
"SERPINB9",0.592652132001068,-0.0172727816739199,0.319,0.558,1
"IRX3",0.598380489999815,0.0386709372041913,0.842,0.995,1
"FRAT2",0.606151674618814,0.0134977846162789,0.373,0.607,1
"MT-ND6",0.608128886139475,0.0132896042068739,0.727,0.855,1
"CKB",0.608270923037477,0.0130391580979836,0.999,0.999,1
"KIFC1",0.609471879917058,0.0262447988140404,0.686,0.792,1
"CA12",0.610411093620598,-0.0101415000557442,0.252,0.535,1
"BLCAP",0.611900601942026,0.0403574557983226,0.388,0.593,1
"NCAPD2",0.612782224749696,0.039605053384688,0.794,0.908,1
"CDH8",0.621045064368441,-0.021932250621536,0.261,0.489,1
"TGFB1",0.621366587312154,-0.014032656085095,0.274,0.527,1
"SMTNL2",0.621579512177715,-0.0138462958843541,0.176,0.457,1
"DRAXIN",0.625218189830419,0.031036512831217,0.755,0.871,1
"CDKN3",0.64408896926523,0.0271522066799801,0.833,0.916,1
"NDC80",0.649202872303531,0.0533195767162443,0.73,0.854,1
"IFI44",0.651440022383997,0.0465760276160089,0.263,0.504,1
"PCNA",0.653042815735278,0.0120467017735544,0.88,0.953,1
"SLIT1",0.658972863397081,-0.0210866264727037,0.303,0.55,1
"ID1",0.663330067301679,-0.0228232354270184,0.867,0.973,1
"LIMCH1",0.666052020434389,-0.0128287696845409,0.457,0.631,1
"KIF18A",0.668642994963144,0.0598226442917178,0.63,0.778,1
"UBE2C",0.671625709901411,-0.0455049943222896,0.875,0.939,1
"ANXA5",0.675414337708021,-0.034663138805721,0.922,0.987,1
"PLCG2",0.675943219638302,0.0347177931213074,0.472,0.679,1
"CCDC144NL-AS1",0.677195459553149,0.0265200927104409,0.173,0.418,1
"CIP2A",0.68215812799917,0.0449622254256574,0.572,0.753,1
"MT-CYB",0.684456052682915,0.0275906773320038,1,1,1
"NUF2",0.686590143003592,0.0324240388666546,0.812,0.926,1
"PPP1R14A",0.686876397248366,-0.0172514107173892,0.261,0.547,1
"MYH9",0.68839481960975,0.0703680633966035,0.501,0.718,1
"MCM3",0.696512141726666,0.0139508825807937,0.774,0.863,1
"RHOU",0.700355253403632,-0.0383985624325306,0.331,0.54,1
"QPRT",0.704927890848034,0.0340189431986045,0.654,0.8,1
"SGO1",0.705529021242172,0.0231016485969097,0.747,0.844,1
"ADAMTS5",0.711640481121641,-0.0140945775870695,0.254,0.443,1
"RGS3",0.711823849042236,0.012021798073593,0.412,0.617,1
"TROAP",0.71704502561045,0.0649403406994317,0.68,0.858,1
"AURKB",0.718710122229326,-0.0114651549700888,0.866,0.939,1
"PCLAF",0.72337878774939,0.0131894986960563,0.901,0.958,1
"CNN2",0.724030803365582,0.0125906779447411,0.807,0.954,1
"SVIL",0.733619683037183,0.0550048892326482,0.454,0.653,1
"RELN",0.736969680079865,-0.0207417478845591,0.238,0.502,1
"SOD2",0.737008212629178,0.0192405206862857,0.521,0.696,1
"BUB3",0.737188093309096,0.026286686918539,0.839,0.918,1
"PALLD",0.737612764280609,0.0951283250399249,0.727,0.934,1
"SPARC",0.742423863649615,0.0385830775912808,0.803,0.953,1
"CRABP2",0.74581626597358,0.0343098385676028,0.84,0.918,1
"GDF7",0.748492583094611,-0.0285128035020668,0.282,0.534,1
"COL1A1",0.749487282676393,0.0447270338951286,0.427,0.647,1
"PAX3",0.751210583716836,-0.0303781644675369,0.866,1,1
"BUB1B",0.755806932788194,0.0437185893979926,0.719,0.834,1
"CNTNAP2",0.757835964397996,0.0147881057090359,0.814,0.978,1
"TCIM",0.764714542716136,0.0256968943856219,0.271,0.522,1
"PCSK1N",0.76498760452155,-0.0133679299222477,0.31,0.54,1
"CCND3",0.766289706726663,0.0230482715515226,0.269,0.513,1
"ZNF503",0.770215440248597,0.0352112205636768,0.71,0.856,1
"STAT1",0.770495966475709,0.0827589704519738,0.581,0.806,1
"CALM2",0.78233944594373,-0.0174279040695442,0.996,0.998,1
"CTSD",0.784654205063169,0.0228012779591368,0.665,0.81,1
"AK4",0.788739650874098,0.0179691634617542,0.427,0.633,1
"ADGRV1",0.793042622015233,0.0620703672172976,0.715,0.951,1
"DLK1",0.799998596759475,-0.0227248682076722,0.282,0.526,1
"DTYMK",0.800610614993829,0.0150459391925468,0.933,0.975,1
"PLAUR",0.800720359790558,-0.0140980303932105,0.261,0.482,1
"IGFBP4",0.80108047659043,0.0327395444449112,0.544,0.737,1
"SHMT2",0.806181273388619,-0.0414273074922569,0.54,0.694,1
"MYBL2",0.806250458566651,0.039239038732757,0.678,0.821,1
"CADPS",0.811290534062843,-0.0188050006388551,0.368,0.605,1
"PPIB",0.815633192821184,0.0208866086012525,0.951,0.985,1
"HNRNPAB",0.817101453002257,0.0152731989473973,0.992,0.997,1
"PPP1R1A",0.824791439910522,0.0514174634357132,0.776,0.998,1
"KNSTRN",0.830204041635815,0.0672239363984272,0.747,0.888,1
"SACS",0.830884757375204,0.0502726707080124,0.746,0.918,1
"BEX1",0.835725648740473,-0.0384385922420518,0.809,0.945,1
"ATAD5",0.836099951358639,0.0360302491295414,0.603,0.756,1
"METTL7A",0.837874366473177,-0.0282559141066204,0.271,0.504,1
"VCL",0.840842206507771,0.0723521729453152,0.676,0.859,1
"PMAIP1",0.843200523064058,0.0516744171369641,0.4,0.623,1
"HES4",0.843345204286677,-0.0321106009564662,0.939,0.985,1
"CCDC18",0.846307964510908,0.0696694547848009,0.597,0.767,1
"XRCC2",0.853646373338589,0.0409148460246205,0.575,0.735,1
"AURKA",0.856244179724229,0.0728320880061661,0.742,0.891,1
"PITX1",0.85867889828998,-0.0155938767107998,0.219,0.509,1
"HEY1",0.865381813887511,-0.0157881964051105,0.255,0.495,1
"PHLDA3",0.865709314997735,-0.0247162491075139,0.447,0.631,1
"MYC",0.866046336068497,-0.142605845934574,0.303,0.534,1
"FRZB",0.883533781599028,0.234233977895936,0.757,0.975,1
"CHPF",0.885228972680398,0.0268616519099216,0.372,0.605,1
"SOX21",0.886251267822923,0.0546011084622528,0.677,0.895,1
"PKM",0.888237436774136,-0.0126896035904212,0.992,0.997,1
"PRKG1",0.893080539213726,-0.0217269619356036,0.21,0.456,1
"FSTL1",0.893719430728269,0.069088435444095,0.681,0.884,1
"FLNB",0.898779824460679,0.0540774438361088,0.428,0.64,1
"TLN1",0.901237569923238,0.0383706700456472,0.598,0.78,1
"NEU1",0.904223966871204,0.0363811448702869,0.438,0.642,1
"ZNF106",0.907333379107031,0.0194254609233694,0.684,0.816,1
"HES6",0.913851927129033,0.024332002965151,0.864,0.966,1
"GPATCH4",0.91872368715255,-0.0106205795911616,0.736,0.837,1
"EMC10",0.919807756346037,0.0295883088996332,0.644,0.821,1
"CENPM",0.930684800068684,0.0173759835868603,0.74,0.861,1
"CD9",0.941792544921418,0.0494291543755496,0.756,0.969,1
"LMNA",0.947432678255362,0.048623404439621,0.407,0.625,1
"SLBP",0.951375529901648,0.0396257620933893,0.668,0.797,1
"MZT1",0.954729918059151,0.0156752123411443,0.811,0.906,1
"COL3A1",0.958613822157627,-0.0313435212794163,0.59,0.75,1
"REXO2",0.963716137175262,0.0367248803213751,0.629,0.784,1
"LHFPL6",0.964662180560441,0.120667583908074,0.732,0.951,1
"ALPL",0.966327987003467,0.0142289937653103,0.63,0.793,1
"HMGA1",0.966745355770536,0.0184827504136527,0.991,0.998,1
"SFRP2",0.97455353673504,0.0347404421531048,0.898,0.992,1
"IQGAP1",0.974892820983252,0.0294909411982671,0.55,0.727,1
"TAGLN3",0.976324784497227,0.0334680988295879,0.644,0.826,1
"IFIT3",0.986749822251911,0.028799187775276,0.261,0.494,1
"CTGF",0.992418022184466,0.0697298639920204,0.551,0.717,1
"HIST1H2BH",0.993850073626438,0.0182610368460612,0.509,0.684,1
"FABP5",0.999504109223629,0.0115719062055897,0.958,0.986,1
